"city","city_ascii","state_id","state_name","county_name"
"Columbiana","Columbiana","AL","Alabama","Shelby"
"Greenfield","Greenfield","OH","Ohio","Highland"
"Mirrormont","Mirrormont","WA","Washington","King"
"Freeburg","Freeburg","IL","Illinois","St. Clair"
"Kings Park","Kings Park","VA","Virginia","Fairfax"
"Aumsville","Aumsville","OR","Oregon","Marion"
"Chariton","Chariton","IA","Iowa","Lucas"
"Nashville","Nashville","AR","Arkansas","Howard"
"Smithton","Smithton","IL","Illinois","St. Clair"
"County Center","County Center","VA","Virginia","Prince William"
"Pea Ridge","Pea Ridge","FL","Florida","Santa Rosa"
"Dorr","Dorr","MI","Michigan","Allegan"
"Saw Creek","Saw Creek","PA","Pennsylvania","Pike"
"Grafton","Grafton","ND","North Dakota","Walsh"
"Caseyville","Caseyville","IL","Illinois","St. Clair"
"Pipestone","Pipestone","MN","Minnesota","Pipestone"
"Dimmitt","Dimmitt","TX","Texas","Castro"
"Waverly","Waverly","OH","Ohio","Pike"
"Fruit Hill","Fruit Hill","OH","Ohio","Hamilton"
"Lonoke","Lonoke","AR","Arkansas","Lonoke"
"Hugoton","Hugoton","KS","Kansas","Stevens"
"Belfair","Belfair","WA","Washington","Mason"
"Mount Olive","Mount Olive","AL","Alabama","Jefferson"
"Jefferson","Jefferson","IA","Iowa","Greene"
"Woodruff","Woodruff","SC","South Carolina","Spartanburg"
"Middleville","Middleville","MI","Michigan","Barry"
"Jersey Shore","Jersey Shore","PA","Pennsylvania","Lycoming"
"San Carlos","San Carlos","TX","Texas","Hidalgo"
"University Center","University Center","VA","Virginia","Loudoun"
"Brices Creek","Brices Creek","NC","North Carolina","Craven"
"Le Sueur","Le Sueur","MN","Minnesota","Le Sueur"
"Lyncourt","Lyncourt","NY","New York","Onondaga"
"Algonac","Algonac","MI","Michigan","St. Clair"
"Winnfield","Winnfield","LA","Louisiana","Winn"
"Comanche","Comanche","TX","Texas","Comanche"
"Sheffield","Sheffield","OH","Ohio","Lorain"
"Columbus","Columbus","MN","Minnesota","Anoka"
"Ashburn","Ashburn","GA","Georgia","Turner"
"Monongahela","Monongahela","PA","Pennsylvania","Washington"
"Cold Spring","Cold Spring","MN","Minnesota","Stearns"
"De Motte","De Motte","IN","Indiana","Jasper"
"Herricks","Herricks","NY","New York","Nassau"
"Brookfield","Brookfield","MO","Missouri","Linn"
"Silver Lake","Silver Lake","NJ","New Jersey","Essex"
"Jacksonwald","Jacksonwald","PA","Pennsylvania","Berks"
"Chagrin Falls","Chagrin Falls","OH","Ohio","Cuyahoga"
"Mount Olive","Mount Olive","NC","North Carolina","Wayne"
"Bellville","Bellville","TX","Texas","Austin"
"Surfside Beach","Surfside Beach","SC","South Carolina","Horry"
"Puhi","Puhi","HI","Hawaii","Kauai"
"Loch Lomond","Loch Lomond","VA","Virginia","Prince William"
"Spindale","Spindale","NC","North Carolina","Rutherford"
"Broadway","Broadway","VA","Virginia","Rockingham"
"Cedarville","Cedarville","OH","Ohio","Greene"
"Fairway","Fairway","KS","Kansas","Johnson"
"Dallastown","Dallastown","PA","Pennsylvania","York"
"Clay Center","Clay Center","KS","Kansas","Clay"
"Jacksboro","Jacksboro","TX","Texas","Jack"
"Danielson","Danielson","CT","Connecticut","Windham"
"Apison","Apison","TN","Tennessee","Hamilton"
"Friona","Friona","TX","Texas","Parmer"
"Singac","Singac","NJ","New Jersey","Passaic"
"Broad Brook","Broad Brook","CT","Connecticut","Hartford"
"Lake Darby","Lake Darby","OH","Ohio","Franklin"
"Roosevelt Park","Roosevelt Park","MI","Michigan","Muskegon"
"Kirtland AFB","Kirtland AFB","NM","New Mexico","Bernalillo"
"Canton","Canton","TX","Texas","Van Zandt"
"Venus","Venus","TX","Texas","Johnson"
"Bagdad","Bagdad","FL","Florida","Santa Rosa"
"Mullica Hill","Mullica Hill","NJ","New Jersey","Gloucester"
"Pixley","Pixley","CA","California","Tulare"
"Peotone","Peotone","IL","Illinois","Will"
"Valley Grande","Valley Grande","AL","Alabama","Dallas"
"Hawkinsville","Hawkinsville","GA","Georgia","Pulaski"
"North Pembroke","North Pembroke","MA","Massachusetts","Plymouth"
"Aguilita","Aguilita","PR","Puerto Rico","Juana Díaz"
"Akron","Akron","PA","Pennsylvania","Lancaster"
"Franklin","Franklin","NC","North Carolina","Macon"
"Falls City","Falls City","NE","Nebraska","Richardson"
"Spackenkill","Spackenkill","NY","New York","Dutchess"
"Shrewsbury","Shrewsbury","NJ","New Jersey","Monmouth"
"Holloman AFB","Holloman AFB","NM","New Mexico","Otero"
"Level Green","Level Green","PA","Pennsylvania","Westmoreland"
"Skyline View","Skyline View","PA","Pennsylvania","Dauphin"
"Lake San Marcos","Lake San Marcos","CA","California","San Diego"
"Lincoln","Lincoln","ND","North Dakota","Burleigh"
"Goodview","Goodview","MN","Minnesota","Winona"
"Candelaria Arenas","Candelaria Arenas","PR","Puerto Rico","Toa Baja"
"University Gardens","University Gardens","NY","New York","Nassau"
"Linden","Linden","MI","Michigan","Genesee"
"Point Pleasant","Point Pleasant","WV","West Virginia","Mason"
"Pittsfield","Pittsfield","IL","Illinois","Pike"
"Battle Mountain","Battle Mountain","NV","Nevada","Lander"
"Roebling","Roebling","NJ","New Jersey","Burlington"
"Ovilla","Ovilla","TX","Texas","Ellis"
"Lambertville","Lambertville","NJ","New Jersey","Hunterdon"
"Whiteriver","Whiteriver","AZ","Arizona","Navajo"
"Lowell","Lowell","MI","Michigan","Kent"
"Rice Lake","Rice Lake","MN","Minnesota","St. Louis"
"Lansford","Lansford","PA","Pennsylvania","Carbon"
"La Cienega","La Cienega","NM","New Mexico","Santa Fe"
"West Milwaukee","West Milwaukee","WI","Wisconsin","Milwaukee"
"Mills","Mills","WY","Wyoming","Natrona"
"Morgan","Morgan","UT","Utah","Morgan"
"Pleasant Hills","Pleasant Hills","MD","Maryland","Harford"
"Reiffton","Reiffton","PA","Pennsylvania","Berks"
"Prestonsburg","Prestonsburg","KY","Kentucky","Floyd"
"Lathrup Village","Lathrup Village","MI","Michigan","Oakland"
"Malmstrom AFB","Malmstrom AFB","MT","Montana","Cascade"
"West Bradenton","West Bradenton","FL","Florida","Manatee"
"Kildeer","Kildeer","IL","Illinois","Lake"
"Calcium","Calcium","NY","New York","Jefferson"
"Chester","Chester","NY","New York","Orange"
"Alexandria","Alexandria","AL","Alabama","Calhoun"
"India Hook","India Hook","SC","South Carolina","York"
"Sunset Beach","Sunset Beach","NC","North Carolina","Brunswick"
"Woodbridge","Woodbridge","CA","California","San Joaquin"
"Garden City South","Garden City South","NY","New York","Nassau"
"Captain Cook","Captain Cook","HI","Hawaii","Hawaii"
"Burnham","Burnham","IL","Illinois","Cook"
"Westover","Westover","WV","West Virginia","Monongalia"
"Otsego","Otsego","MI","Michigan","Allegan"
"Capitol Heights","Capitol Heights","MD","Maryland","Prince George's"
"Trevose","Trevose","PA","Pennsylvania","Bucks"
"Akwesasne","Akwesasne","NY","New York","Franklin"
"North Alamo","North Alamo","TX","Texas","Hidalgo"
"Arabi","Arabi","LA","Louisiana","St. Bernard"
"Pine Manor","Pine Manor","FL","Florida","Lee"
"Palmer Heights","Palmer Heights","PA","Pennsylvania","Northampton"
"Holiday City South","Holiday City South","NJ","New Jersey","Ocean"
"Quitman","Quitman","GA","Georgia","Brooks"
"Cedar Creek","Cedar Creek","TX","Texas","Bastrop"
"Lockeford","Lockeford","CA","California","San Joaquin"
"Walhalla","Walhalla","SC","South Carolina","Oconee"
"Meridian","Meridian","PA","Pennsylvania","Butler"
"Throop","Throop","PA","Pennsylvania","Lackawanna"
"Laguna Beach","Laguna Beach","FL","Florida","Bay"
"Rosemont","Rosemont","PA","Pennsylvania","Montgomery"
"Oak Grove","Oak Grove","TN","Tennessee","Washington"
"Millstadt","Millstadt","IL","Illinois","St. Clair"
"Cross Plains","Cross Plains","WI","Wisconsin","Dane"
"Montesano","Montesano","WA","Washington","Grays Harbor"
"Marine City","Marine City","MI","Michigan","St. Clair"
"Mullins","Mullins","SC","South Carolina","Marion"
"Bystrom","Bystrom","CA","California","Stanislaus"
"Green Oaks","Green Oaks","IL","Illinois","Lake"
"Garden Ridge","Garden Ridge","TX","Texas","Comal"
"Meiners Oaks","Meiners Oaks","CA","California","Ventura"
"North Muskegon","North Muskegon","MI","Michigan","Muskegon"
"Carlisle","Carlisle","IA","Iowa","Polk"
"Sherman","Sherman","IL","Illinois","Sangamon"
"Rosewood Heights","Rosewood Heights","IL","Illinois","Madison"
"Dumas","Dumas","AR","Arkansas","Desha"
"Fleetwood","Fleetwood","PA","Pennsylvania","Berks"
"Shallotte","Shallotte","NC","North Carolina","Brunswick"
"Jourdanton","Jourdanton","TX","Texas","Atascosa"
"Indian Head Park","Indian Head Park","IL","Illinois","Cook"
"Great Notch","Great Notch","NJ","New Jersey","Passaic"
"Hatillo","Hatillo","PR","Puerto Rico","Hatillo"
"Tarpey Village","Tarpey Village","CA","California","Fresno"
"Bethel","Bethel","WA","Washington","Kitsap"
"South Haven","South Haven","MI","Michigan","Van Buren"
"Chilton","Chilton","WI","Wisconsin","Calumet"
"Whitesboro","Whitesboro","TX","Texas","Grayson"
"Jasper","Jasper","GA","Georgia","Pickens"
"Hazlehurst","Hazlehurst","GA","Georgia","Jeff Davis"
"Shelbyville","Shelbyville","IL","Illinois","Shelby"
"Leland","Leland","MS","Mississippi","Washington"
"St. Bernard","St. Bernard","OH","Ohio","Hamilton"
"Scissors","Scissors","TX","Texas","Hidalgo"
"Trent Woods","Trent Woods","NC","North Carolina","Craven"
"Elkin","Elkin","NC","North Carolina","Surry"
"St. James","St. James","MD","Maryland","Washington"
"Heritage Hills","Heritage Hills","NY","New York","Westchester"
"Pinetop-Lakeside","Pinetop-Lakeside","AZ","Arizona","Navajo"
"Riverdale","Riverdale","NJ","New Jersey","Morris"
"Turners Falls","Turners Falls","MA","Massachusetts","Franklin"
"Williamston","Williamston","SC","South Carolina","Anderson"
"Clarion","Clarion","PA","Pennsylvania","Clarion"
"Bealeton","Bealeton","VA","Virginia","Fauquier"
"McGovern","McGovern","PA","Pennsylvania","Washington"
"Cherry Grove","Cherry Grove","OH","Ohio","Hamilton"
"Amity Gardens","Amity Gardens","PA","Pennsylvania","Berks"
"Woodville","Woodville","FL","Florida","Leon"
"Wellsville","Wellsville","UT","Utah","Cache"
"Ridgway","Ridgway","PA","Pennsylvania","Elk"
"Fulton","Fulton","MS","Mississippi","Itawamba"
"Wonder Lake","Wonder Lake","IL","Illinois","McHenry"
"Metamora","Metamora","IL","Illinois","Woodford"
"Lake Sarasota","Lake Sarasota","FL","Florida","Sarasota"
"Larch Way","Larch Way","WA","Washington","Snohomish"
"Rosemont","Rosemont","IL","Illinois","Cook"
"Park Rapids","Park Rapids","MN","Minnesota","Hubbard"
"Beavercreek","Beavercreek","OR","Oregon","Clackamas"
"Rogersville","Rogersville","MO","Missouri","Greene"
"Grape Creek","Grape Creek","TX","Texas","Tom Green"
"Cayuga Heights","Cayuga Heights","NY","New York","Tompkins"
"South Chicago Heights","South Chicago Heights","IL","Illinois","Cook"
"Taylor","Taylor","AZ","Arizona","Navajo"
"Leisure Village West","Leisure Village West","NJ","New Jersey","Ocean"
"Rock Valley","Rock Valley","IA","Iowa","Sioux"
"Liberty Hill","Liberty Hill","TX","Texas","Williamson"
"Wolf Lake","Wolf Lake","MI","Michigan","Muskegon"
"Whiteland","Whiteland","IN","Indiana","Johnson"
"Harbour Heights","Harbour Heights","FL","Florida","Charlotte"
"North East","North East","MD","Maryland","Cecil"
"Bayou Vista","Bayou Vista","LA","Louisiana","St. Mary"
"Caldwell","Caldwell","TX","Texas","Burleson"
"Venersborg","Venersborg","WA","Washington","Clark"
"Bosque Farms","Bosque Farms","NM","New Mexico","Valencia"
"Setauket","Setauket","NY","New York","Suffolk"
"Tri-City","Tri-City","OR","Oregon","Douglas"
"Greendale","Greendale","IN","Indiana","Dearborn"
"Sparta","Sparta","IL","Illinois","Randolph"
"Del Mar","Del Mar","CA","California","San Diego"
"Castle Hills","Castle Hills","TX","Texas","Bexar"
"Waynesburg","Waynesburg","PA","Pennsylvania","Greene"
"Saxon","Saxon","SC","South Carolina","Spartanburg"
"Haskell","Haskell","AR","Arkansas","Saline"
"Waikapu","Waikapu","HI","Hawaii","Maui"
"Dupo","Dupo","IL","Illinois","St. Clair"
"Fenton","Fenton","MO","Missouri","St. Louis"
"New Lebanon","New Lebanon","OH","Ohio","Montgomery"
"Running Springs","Running Springs","CA","California","San Bernardino"
"Coleman","Coleman","TX","Texas","Coleman"
"Coquille","Coquille","OR","Oregon","Coos"
"McMurray","McMurray","PA","Pennsylvania","Washington"
"Monticello","Monticello","IA","Iowa","Jones"
"White House Station","White House Station","NJ","New Jersey","Hunterdon"
"Mineral Ridge","Mineral Ridge","OH","Ohio","Trumbull"
"Clearwater","Clearwater","SC","South Carolina","Aiken"
"Magee","Magee","MS","Mississippi","Simpson"
"Ely","Ely","NV","Nevada","White Pine"
"Rossville","Rossville","GA","Georgia","Walker"
"Brookville","Brookville","PA","Pennsylvania","Jefferson"
"Mary Esther","Mary Esther","FL","Florida","Okaloosa"
"Belleville","Belleville","MI","Michigan","Wayne"
"Mitchell","Mitchell","IN","Indiana","Lawrence"
"Crittenden","Crittenden","KY","Kentucky","Grant"
"Berne","Berne","IN","Indiana","Adams"
"Swanton","Swanton","OH","Ohio","Fulton"
"Spencer","Spencer","OK","Oklahoma","Oklahoma"
"Malden","Malden","MO","Missouri","Dunklin"
"Woodson Terrace","Woodson Terrace","MO","Missouri","St. Louis"
"Scandia","Scandia","MN","Minnesota","Washington"
"St. James","St. James","MO","Missouri","Phelps"
"Schnecksville","Schnecksville","PA","Pennsylvania","Lehigh"
"Valdez","Valdez","AK","Alaska","Chugach"
"Grant","Grant","MN","Minnesota","Washington"
"Spurgeon","Spurgeon","TN","Tennessee","Washington"
"Ainaloa","Ainaloa","HI","Hawaii","Hawaii"
"Weston","Weston","WV","West Virginia","Lewis"
"Weaverville","Weaverville","CA","California","Trinity"
"South Russell","South Russell","OH","Ohio","Geauga"
"St. Charles","St. Charles","MN","Minnesota","Winona"
"Highland-on-the-Lake","Highland-on-the-Lake","NY","New York","Erie"
"Cozad","Cozad","NE","Nebraska","Dawson"
"Clifton Knolls-Mill Creek","Clifton Knolls-Mill Creek","NY","New York","Saratoga"
"Vidalia","Vidalia","LA","Louisiana","Concordia"
"Pine Level","Pine Level","AL","Alabama","Autauga"
"Metter","Metter","GA","Georgia","Candler"
"Ball","Ball","LA","Louisiana","Rapides"
"Tiptonville","Tiptonville","TN","Tennessee","Lake"
"Newport","Newport","MN","Minnesota","Washington"
"Coronita","Coronita","CA","California","Riverside"
"Madeira Beach","Madeira Beach","FL","Florida","Pinellas"
"Montpelier","Montpelier","OH","Ohio","Williams"
"Trappe","Trappe","PA","Pennsylvania","Montgomery"
"Algood","Algood","TN","Tennessee","Putnam"
"Wahneta","Wahneta","FL","Florida","Polk"
"Portland","Portland","MI","Michigan","Ionia"
"Citronelle","Citronelle","AL","Alabama","Mobile"
"Dell Rapids","Dell Rapids","SD","South Dakota","Minnehaha"
"Sullivan City","Sullivan City","TX","Texas","Hidalgo"
"Rochester","Rochester","IL","Illinois","Sangamon"
"Warminster Heights","Warminster Heights","PA","Pennsylvania","Bucks"
"Duncan","Duncan","SC","South Carolina","Spartanburg"
"Baden","Baden","PA","Pennsylvania","Beaver"
"Windber","Windber","PA","Pennsylvania","Somerset"
"Camdenton","Camdenton","MO","Missouri","Camden"
"Melwood","Melwood","MD","Maryland","Prince George's"
"Lancaster","Lancaster","WI","Wisconsin","Grant"
"Dillon","Dillon","MT","Montana","Beaverhead"
"North Richmond","North Richmond","CA","California","Contra Costa"
"Manhasset Hills","Manhasset Hills","NY","New York","Nassau"
"Port Reading","Port Reading","NJ","New Jersey","Middlesex"
"Bellaire","Bellaire","OH","Ohio","Belmont"
"Oregon","Oregon","IL","Illinois","Ogle"
"Williamstown","Williamstown","KY","Kentucky","Grant"
"Carroll Valley","Carroll Valley","PA","Pennsylvania","Adams"
"Santa Venetia","Santa Venetia","CA","California","Marin"
"Pine Island","Pine Island","MN","Minnesota","Goodhue"
"Lewisburg","Lewisburg","WV","West Virginia","Greenbrier"
"Raymond","Raymond","WI","Wisconsin","Racine"
"Livingston","Livingston","TN","Tennessee","Overton"
"Oaklyn","Oaklyn","NJ","New Jersey","Camden"
"Austin","Austin","IN","Indiana","Scott"
"Mulberry","Mulberry","FL","Florida","Polk"
"Smithville","Smithville","TX","Texas","Bastrop"
"Manning","Manning","SC","South Carolina","Clarendon"
"Kittanning","Kittanning","PA","Pennsylvania","Armstrong"
"Seven Lakes","Seven Lakes","NC","North Carolina","Moore"
"Lincoln","Lincoln","ID","Idaho","Bonneville"
"Morrison","Morrison","IL","Illinois","Whiteside"
"Benton Heights","Benton Heights","MI","Michigan","Berrien"
"Fairbury","Fairbury","NE","Nebraska","Jefferson"
"Stanley","Stanley","NC","North Carolina","Gaston"
"Baxter Springs","Baxter Springs","KS","Kansas","Cherokee"
"Highland Acres","Highland Acres","DE","Delaware","Kent"
"Mount Repose","Mount Repose","OH","Ohio","Clermont"
"Indian Head","Indian Head","MD","Maryland","Charles"
"Ahtanum","Ahtanum","WA","Washington","Yakima"
"Clifton","Clifton","AZ","Arizona","Greenlee"
"Frazer","Frazer","PA","Pennsylvania","Chester"
"Elm Creek","Elm Creek","TX","Texas","Maverick"
"Pleasant Run Farm","Pleasant Run Farm","OH","Ohio","Hamilton"
"Centerville","Centerville","MN","Minnesota","Anoka"
"Punta Santiago","Punta Santiago","PR","Puerto Rico","Humacao"
"Emigsville","Emigsville","PA","Pennsylvania","York"
"Lake of the Woods","Lake of the Woods","AZ","Arizona","Navajo"
"Hephzibah","Hephzibah","GA","Georgia","Richmond"
"McGehee","McGehee","AR","Arkansas","Desha"
"Northumberland","Northumberland","PA","Pennsylvania","Northumberland"
"Irwin","Irwin","PA","Pennsylvania","Westmoreland"
"Putnam Lake","Putnam Lake","NY","New York","Putnam"
"Wintersville","Wintersville","OH","Ohio","Jefferson"
"Valley Springs","Valley Springs","CA","California","Calaveras"
"Madill","Madill","OK","Oklahoma","Marshall"
"St. Joseph","St. Joseph","IL","Illinois","Champaign"
"Holly Ridge","Holly Ridge","NC","North Carolina","Onslow"
"Laurel","Laurel","DE","Delaware","Sussex"
"Troy","Troy","TX","Texas","Bell"
"Wildwood Lake","Wildwood Lake","TN","Tennessee","Bradley"
"Brookland","Brookland","AR","Arkansas","Craighead"
"Pearl River","Pearl River","MS","Mississippi","Neshoba"
"Village Green","Village Green","NY","New York","Onondaga"
"Plain City","Plain City","OH","Ohio","Madison"
"Upland","Upland","IN","Indiana","Grant"
"Eastwood","Eastwood","LA","Louisiana","Bossier"
"Carrollton","Carrollton","KY","Kentucky","Carroll"
"Whitmore Village","Whitmore Village","HI","Hawaii","Honolulu"
"Richwood","Richwood","NJ","New Jersey","Gloucester"
"Deephaven","Deephaven","MN","Minnesota","Hennepin"
"Rocky Ford","Rocky Ford","CO","Colorado","Otero"
"Santa Bárbara","Santa Barbara","PR","Puerto Rico","Canóvanas"
"Zelienople","Zelienople","PA","Pennsylvania","Butler"
"Meadowbrook","Meadowbrook","CA","California","Riverside"
"Kelseyville","Kelseyville","CA","California","Lake"
"Mountain Home","Mountain Home","NC","North Carolina","Henderson"
"Cresco","Cresco","IA","Iowa","Howard"
"Glennville","Glennville","GA","Georgia","Tattnall"
"Benson","Benson","NC","North Carolina","Johnston"
"Marshall","Marshall","IL","Illinois","Clark"
"Mountain Green","Mountain Green","UT","Utah","Morgan"
"West Point","West Point","GA","Georgia","Troup"
"Hauula","Hauula","HI","Hawaii","Honolulu"
"Kiel","Kiel","WI","Wisconsin","Manitowoc"
"Riverside","Riverside","MO","Missouri","Platte"
"Ravenswood","Ravenswood","WV","West Virginia","Jackson"
"Nichols Hills","Nichols Hills","OK","Oklahoma","Oklahoma"
"Pennsburg","Pennsburg","PA","Pennsylvania","Montgomery"
"Placitas","Placitas","NM","New Mexico","Sandoval"
"Gibson","Gibson","AR","Arkansas","Pulaski"
"Aledo","Aledo","IL","Illinois","Mercer"
